-2147483629,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483630,-2147483631
-2147483609,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483611
-2147483609,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483611
-2147483609,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483611
-2147483609,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483611
-2147483609,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483611
-2147483609,-2147483610,-2147483610,-2147483610,-2147483610,-2147483610,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483644,-2147483643,-2147483644,-2147483644,-2147483610,-2147483610,-2147483611
-2147483609,-2147483610,-2147483610,-2147483610,-2147483610,-2147483643,-2147483623,-2147483623,-2147483623,-2147483623,-2147483623,-2147483623,-2147483623,-2147483623,-2147483623,-2147483623,-2147483623,-2147483623,-2147483623,-2147483623,-2147483623,-2147483623,-2147483643,-2147483643,-2147483644,-2147483643,-2147483644,-2147483610,-2147483610,-2147483611
-2147483609,-2147483610,-2147483610,-2147483643,-2147483643,-2147483623,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483643,-2147483644,-2147483644,-2147483644,-2147483644,-2147483643,-2147483644,-2147483644,-2147483610,-2147483610,-2147483611
-2147483643,-2147483643,-2147483643,-2147483623,-2147483623,-2147483624,-2147483623,-2147483623,-2147483623,-2147483623,-2147483623,-2147483623,-2147483623,-2147483623,-2147483623,-2147483643,-2147483644,-2147483644,-2147483644,-2147483644,-2147483644,-2147483643,-2147483644,-2147483624,-2147483644,-2147483644,-2147483644,-2147483610,-2147483610,-2147483611
-2147483623,-2147483643,-2147483644,-2147483644,-2147483644,-2147483644,-2147483644,-2147483644,-2147483644,-2147483644,-2147483644,-2147483644,-2147483644,-2147483644,-2147483644,-2147483644,-2147483644,-2147483624,-2147483624,-2147483644,-2147483624,-2147483644,-2147483644,-2147483624,-2147483624,-2147483624,-2147483644,-2147483610,-2147483610,-2147483611
-2147483623,-2147483623,-2147483624,-2147483624,-2147483643,-2147483644,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483623,-2147483624,-2147483624,-2147483624,-2147483624,-2147483624,-2147483623,-2147483624,-2147483623,-2147483624,-2147483610,-2147483610,-2147483611
